trial_id,ts,DATA.SELECT_TOP_VAR.per_modality_k.rna,DATA.SELECT_TOP_VAR.per_modality_k.cnv,DATA.TAKE_INTERSECTION,DATA.ZSCORE,SNF.K,SNF.T,AE.HIDDEN,AE.LATENT_PER_MODAL,AE.DROPOUT,AE.LR,AE.WEIGHT_DECAY,GCN.HIDDEN,GCN.LAYERS,GCN.ALPHA,GCN.DROPOUT,GCN.LR,GCN.WEIGHT_DECAY,GCN.LABEL_SMOOTHING,GCN.CLASS_WEIGHTED_CE,GCN.EARLY_STOP,GCN.EARLY_STOP_PATIENCE,EXPERIMENT.TRAIN_RATIO,TRAIN.VAL_RATIO,acc_mean,acc_std,f1_mean,f1_std
T0101,2025-09-23 06:10:34,8,12,1024,64,0.1,0.001,0.0005,96,3,0.2,0.45,0.0012,0.001,0.0,True,True,80,0.75,0.1,0.6905,0.0619,0.6678,0.0696
T0102,2025-09-23 06:10:50,6,18,1024,64,0.1,0.0005,0.001,96,2,0.1,0.3,0.001,0.001,0.02,True,True,80,0.8,0.1,0.6667,0.0919,0.6469,0.0955
T0103,2025-09-23 06:11:08,8,10,1024,40,0.3,0.0005,0.0005,128,4,0.05,0.35,0.0008,0.001,0.01,True,True,80,0.85,0.1,0.6761,0.0853,0.6462,0.0912
T0104,2025-09-23 06:11:27,12,15,1024,64,0.2,0.0005,0.0001,160,3,0.1,0.45,0.001,0.001,0.01,False,True,80,0.8,0.1,0.655,0.0838,0.6202,0.0884
T0105,2025-09-23 06:11:44,12,15,256,64,0.2,0.001,0.0001,192,4,0.05,0.45,0.001,0.0003,0.01,True,True,80,0.75,0.1,0.6284,0.0792,0.6081,0.085
T0106,2025-09-23 06:12:00,12,18,256,48,0.2,0.0005,0.001,192,2,0.2,0.35,0.001,0.0001,0.02,True,True,80,0.8,0.15,0.7083,0.0816,0.6913,0.0862
T0107,2025-09-23 06:12:14,8,10,1024,64,0.3,0.001,0.0001,96,4,0.1,0.45,0.0008,0.0005,0.0,True,True,80,0.75,0.1,0.6459,0.0824,0.619,0.0855
T0108,2025-09-23 06:12:32,6,15,512,56,0.1,0.0005,0.0005,160,3,0.1,0.3,0.0012,0.001,0.01,True,True,80,0.75,0.15,0.6811,0.0718,0.6566,0.079
T0109,2025-09-23 06:12:47,10,12,512,48,0.1,0.001,0.001,192,4,0.2,0.35,0.001,0.0001,0.0,False,True,80,0.85,0.15,0.6957,0.0766,0.6784,0.0817
T0110,2025-09-23 06:13:02,6,15,512,48,0.3,0.0005,0.001,192,2,0.05,0.4,0.0012,0.0001,0.02,True,True,80,0.75,0.1,0.7108,0.0657,0.6884,0.0666
T0111,2025-09-23 06:13:18,6,10,1024,40,0.3,0.001,0.0001,192,3,0.05,0.45,0.0008,0.001,0.02,False,True,80,0.8,0.15,0.6783,0.0845,0.6493,0.087
T0112,2025-09-23 06:13:36,6,18,512,48,0.3,0.0005,0.0005,160,3,0.2,0.45,0.0012,0.0007,0.0,True,True,80,0.8,0.1,0.6617,0.0832,0.6438,0.0862
T0113,2025-09-23 06:13:51,10,10,256,56,0.2,0.0005,0.001,192,2,0.1,0.35,0.0008,0.0003,0.01,False,True,80,0.75,0.1,0.7081,0.0733,0.6779,0.0739
T0114,2025-09-23 06:14:04,6,10,1024,56,0.1,0.0005,0.0001,128,3,0.1,0.45,0.0012,0.0007,0.0,True,True,80,0.75,0.15,0.623,0.0631,0.595,0.0702
T0115,2025-09-23 06:14:19,8,15,512,48,0.2,0.001,0.0005,160,2,0.05,0.35,0.0008,0.0003,0.01,True,True,80,0.85,0.1,0.6913,0.0494,0.6752,0.0594
T0116,2025-09-23 06:14:34,10,18,512,48,0.1,0.001,0.0005,192,2,0.05,0.3,0.0012,0.001,0.02,True,True,80,0.75,0.1,0.6797,0.0674,0.6603,0.074
T0117,2025-09-23 06:14:50,12,12,256,64,0.1,0.0005,0.0005,160,2,0.1,0.45,0.001,0.0007,0.01,True,True,80,0.75,0.15,0.6784,0.0819,0.6627,0.0901
T0118,2025-09-23 06:15:04,10,15,256,64,0.3,0.0005,0.001,96,4,0.05,0.3,0.001,0.0005,0.01,False,True,80,0.8,0.15,0.6883,0.0626,0.6617,0.0636
T0119,2025-09-23 06:15:20,8,10,256,64,0.2,0.001,0.0005,192,3,0.1,0.4,0.001,0.0005,0.01,False,True,80,0.8,0.1,0.675,0.0842,0.6503,0.0807
T0120,2025-09-23 06:15:34,6,12,1024,64,0.1,0.0005,0.0001,96,2,0.1,0.35,0.0012,0.0007,0.01,True,True,80,0.85,0.15,0.6674,0.1169,0.6446,0.1306
T0121,2025-09-23 06:15:50,10,12,256,40,0.2,0.0005,0.0001,128,3,0.1,0.35,0.0008,0.0001,0.02,True,True,80,0.8,0.15,0.6683,0.0687,0.6528,0.069
T0122,2025-09-23 06:16:06,12,15,512,64,0.2,0.0005,0.001,96,3,0.1,0.45,0.0012,0.0001,0.02,True,True,80,0.85,0.1,0.6978,0.0591,0.6835,0.0685
T0123,2025-09-23 06:16:22,10,10,512,56,0.1,0.0005,0.0001,128,2,0.2,0.4,0.0012,0.0005,0.02,False,True,80,0.85,0.1,0.6739,0.0772,0.6521,0.0842
T0124,2025-09-23 06:16:36,10,10,512,40,0.3,0.001,0.001,96,2,0.05,0.3,0.0008,0.0007,0.01,True,True,80,0.85,0.15,0.6913,0.0726,0.6803,0.0793
T0125,2025-09-23 06:16:52,12,18,512,40,0.3,0.0005,0.0005,160,3,0.05,0.35,0.0012,0.0007,0.0,False,True,80,0.75,0.1,0.6932,0.0641,0.6589,0.0734
